customer_id,name,age,annual_income,credit_score,employment_type,state,years_employed,existing_loans_count
CUST00149,Simran Sharma,54,335000.0,657,Salaried,Telangana,25,0
CUST00150,Amit Das,39,814000.0,654,Self-Employed,Tamil Nadu,5,0
CUST00151,Meera Singh,58,349000.0,745,Salaried,Delhi,3,2
CUST00152,Kavya Mishra,34,1084000.0,607,Business Owner,Maharashtra,21,0
CUST00153,Nisha Yadav,31,791000.0,660,Salaried,Tamil Nadu,22,1
CUST00154,Priya Nair,58,627000.0,624,Business Owner,Tamil Nadu,19,0
CUST00155,Priya Bose,47,311000.0,689,Salaried,Maharashtra,10,1
CUST00156,Kavya Sharma,38,841000.0,748,Salaried,Tamil Nadu,23,0
CUST00157,Arjun Reddy,22,1347000.0,707,Contractual,Tamil Nadu,20,0
CUST00158,Shruti Verma,46,485000.0,662,Salaried,UP,18,0
CUST00159,Meera Singh,55,414000.0,755,Salaried,Maharashtra,1,0
CUST00160,Nisha Shah,60,573000.0,750,Salaried,UP,16,0
CUST00161,Rohit Gupta,31,758000.0,683,Business Owner,Rajasthan,14,2
CUST00162,Nikhil Malhotra,41,460000.0,807,Self-Employed,Karnataka,19,0
CUST00163,Rahul Joshi,28,941000.0,713,Business Owner,Maharashtra,17,0
CUST00164,Divya Chopra,37,1560000.0,711,Salaried,West Bengal,11,1
CUST00165,Divya Iyer,58,708000.0,583,Salaried,Karnataka,2,1
CUST00166,Ravi Yadav,50,510000.0,545,Salaried,Maharashtra,16,0
CUST00167,Priya Patel,33,748000.0,685,Salaried,Tamil Nadu,13,1
CUST00168,Ravi Bose,38,1081000.0,759,Salaried,Tamil Nadu,28,2
CUST00169,Simran Nair,41,650000.0,706,Self-Employed,Tamil Nadu,5,0
CUST00170,Ananya Yadav,47,765000.0,756,Salaried,Punjab,3,1
CUST00171,Suresh Kumar,40,853000.0,646,Salaried,Telangana,20,0
CUST00172,Rahul Joshi,33,387000.0,686,Salaried,West Bengal,7,0
CUST00173,Pooja Iyer,42,755000.0,681,Salaried,Tamil Nadu,26,3
CUST00174,Vikram Verma,55,307000.0,535,Salaried,Punjab,19,0
CUST00175,Sneha Mehta,28,432000.0,823,Salaried,Rajasthan,21,0
CUST00176,Nikhil Malhotra,56,1064000.0,775,Salaried,West Bengal,2,3
CUST00177,Karan Singh,36,927000.0,754,Business Owner,Delhi,7,1
CUST00178,Kavya Malhotra,22,524000.0,782,Salaried,Maharashtra,12,1
CUST00179,Shruti Shah,47,1408000.0,642,Business Owner,Telangana,18,1
CUST00180,Nisha Nair,56,312000.0,743,Salaried,Delhi,14,1
CUST00181,Ravi Bose,46,542000.0,642,Self-Employed,Punjab,22,2
CUST00182,Ravi Kumar,36,688000.0,691,Salaried,Karnataka,6,0
CUST00183,Arjun Iyer,43,180000.0,540,Self-Employed,Punjab,2,1
CUST00184,Rahul Sharma,27,555000.0,668,Salaried,Karnataka,18,0
CUST00185,Karan Patel,36,342000.0,557,Salaried,Tamil Nadu,25,0
CUST00186,Shruti Joshi,45,346000.0,579,Business Owner,Gujarat,9,1
CUST00187,Nikhil Sharma,42,524000.0,675,Self-Employed,Rajasthan,27,1
CUST00188,Shruti Verma,28,241000.0,623,Salaried,Rajasthan,26,0
CUST00189,Vikram Singh,50,401000.0,707,Salaried,Delhi,15,0
CUST00190,Pooja Chopra,53,244000.0,813,Salaried,Maharashtra,13,1
CUST00191,Ravi Kumar,53,638000.0,630,Self-Employed,Delhi,7,1
CUST00192,Divya Kumar,26,632000.0,658,Self-Employed,Tamil Nadu,10,2
CUST00193,Karan Bose,25,504000.0,733,Salaried,Rajasthan,18,2
CUST00194,Divya Malhotra,43,987000.0,626,Salaried,Karnataka,1,3
CUST00195,Vikram Iyer,39,517000.0,622,Salaried,Tamil Nadu,4,1
CUST00196,Shruti Chopra,56,593000.0,644,Salaried,Punjab,10,1
CUST00197,Rohit Gupta,38,381000.0,750,Salaried,Maharashtra,6,2
CUST00198,Rahul Kumar,45,190000.0,538,Self-Employed,Gujarat,7,2
CUST00199,Meera Kumar,23,558000.0,612,Self-Employed,Maharashtra,16,1
CUST00200,Sneha Patel,34,523000.0,802,Salaried,Maharashtra,11,1
CUST00201,Simran Nair,36,1411000.0,432,Business Owner,Gujarat,17,0
CUST00202,Ravi Sharma,26,838000.0,669,Salaried,Delhi,28,2
CUST00203,Vikram Shah,24,488000.0,802,Self-Employed,Delhi,6,2
CUST00204,Sneha Chopra,58,644000.0,832,Business Owner,West Bengal,8,2
CUST00205,Shruti Patel,58,944000.0,743,Salaried,West Bengal,18,0
CUST00206,Aakash Malhotra,58,777000.0,773,Salaried,Telangana,13,0
CUST00207,Pooja Das,24,1382000.0,604,Salaried,Gujarat,23,1
CUST00208,Amit Sharma,56,404000.0,610,Business Owner,Delhi,29,2
CUST00209,Rahul Pillai,44,977000.0,817,Salaried,Delhi,25,2
CUST00210,Suresh Kumar,49,486000.0,658,Self-Employed,UP,18,0
CUST00211,Pooja Singh,51,661000.0,529,Salaried,Delhi,19,1
CUST00212,Rahul Sharma,39,454000.0,713,Salaried,Maharashtra,17,0
CUST00213,Kavya Nair,57,559000.0,664,Salaried,Maharashtra,24,1
CUST00214,Suresh Iyer,54,667000.0,686,Salaried,Tamil Nadu,29,1
CUST00215,Nikhil Iyer,47,807000.0,489,Business Owner,Maharashtra,14,2
CUST00216,Divya Patel,61,619000.0,468,Business Owner,Karnataka,20,2
CUST00217,Ravi Das,38,180000.0,704,Salaried,Rajasthan,20,0
CUST00218,Amit Bose,61,577000.0,655,Salaried,Maharashtra,3,1
CUST00219,Kavya Nair,28,1252000.0,643,Salaried,Gujarat,12,1
CUST00220,Priya Pillai,29,575000.0,711,Self-Employed,UP,4,0
CUST00221,Arjun Verma,52,1269000.0,617,Salaried,Maharashtra,11,3
CUST00222,Sneha Das,33,565000.0,658,Self-Employed,Karnataka,29,2
CUST00223,Nikhil Reddy,52,273000.0,644,Salaried,Maharashtra,16,0
CUST00224,Sneha Gupta,40,483000.0,750,Self-Employed,Delhi,9,1
CUST00225,Meera Kumar,31,454000.0,529,Business Owner,Rajasthan,29,0
CUST00226,Arjun Singh,60,535000.0,628,Salaried,Delhi,25,1
CUST00227,Aakash Singh,33,332000.0,767,Business Owner,Tamil Nadu,11,1
CUST00228,Shruti Gupta,41,597000.0,613,Self-Employed,Delhi,5,0
CUST00229,Nisha Bose,58,509000.0,689,Self-Employed,UP,26,2
CUST00230,Rohit Kumar,28,1142000.0,813,Salaried,Maharashtra,19,1
CUST00231,Pooja Bose,35,328000.0,692,Salaried,UP,27,3
CUST00232,Nikhil Singh,32,678000.0,851,Business Owner,Rajasthan,19,0
CUST00233,Arjun Bose,28,737000.0,791,Self-Employed,Karnataka,11,2
CUST00234,Aakash Malhotra,50,884000.0,627,Self-Employed,Delhi,12,2
CUST00235,Shruti Shah,31,500000.0,578,Self-Employed,Maharashtra,20,0
CUST00236,Ravi Bose,50,670000.0,631,Salaried,Tamil Nadu,29,0
CUST00237,Sneha Iyer,30,716000.0,710,Contractual,Maharashtra,16,2
CUST00238,Arjun Pillai,57,263000.0,707,Salaried,Maharashtra,19,1
CUST00239,Pooja Rao,31,509000.0,733,Business Owner,Tamil Nadu,9,1
CUST00240,Rohit Mishra,40,590000.0,605,Salaried,Rajasthan,18,2
CUST00241,Simran Pillai,52,626000.0,617,Salaried,Telangana,4,0
CUST00242,Karan Chopra,38,622000.0,724,Salaried,Rajasthan,25,1
CUST00243,Vikram Singh,30,747000.0,839,Business Owner,Tamil Nadu,4,1
CUST00244,Pooja Malhotra,54,1581000.0,592,Business Owner,Punjab,7,1
CUST00245,Sneha Chopra,55,446000.0,674,Business Owner,Karnataka,29,0
CUST00246,Rohit Shah,45,726000.0,651,Salaried,Karnataka,16,1
CUST00247,Meera Verma,30,1150000.0,691,Salaried,Delhi,2,1
CUST00248,Divya Kumar,28,244000.0,584,Self-Employed,Delhi,20,1
CUST00249,Amit Reddy,37,686000.0,687,Salaried,Tamil Nadu,15,1
CUST00250,Suresh Das,40,259000.0,777,Self-Employed,Rajasthan,26,0
CUST00251,Karan Iyer,60,1790000.0,550,Self-Employed,Karnataka,18,2
CUST00252,Arjun Nair,27,779000.0,759,Salaried,Delhi,5,1
CUST00253,Pooja Bose,32,728000.0,584,Self-Employed,Delhi,9,3
CUST00254,Ananya Verma,33,235000.0,700,Business Owner,West Bengal,15,0
CUST00255,Divya Shah,34,466000.0,719,Business Owner,Telangana,12,0
CUST00256,Kavya Nair,33,467000.0,710,Self-Employed,Rajasthan,2,0
CUST00257,Arjun Das,42,1451000.0,653,Self-Employed,Karnataka,21,1
CUST00258,Priya Kumar,31,864000.0,732,Salaried,Rajasthan,7,0
CUST00259,Vikram Mehta,41,263000.0,579,Salaried,Karnataka,19,1
CUST00260,Ravi Joshi,57,759000.0,753,Salaried,Punjab,7,2
CUST00261,Shruti Shah,49,283000.0,642,Salaried,West Bengal,6,0
CUST00262,Rahul Malhotra,45,266000.0,705,Salaried,Tamil Nadu,26,0
CUST00263,Aakash Verma,26,753000.0,651,Salaried,UP,10,2
CUST00264,Nikhil Gupta,58,871000.0,802,Business Owner,Tamil Nadu,28,0
CUST00265,Sneha Mehta,33,755000.0,715,Self-Employed,Maharashtra,19,1
CUST00266,Ravi Iyer,56,1536000.0,732,Salaried,Rajasthan,2,0
CUST00267,Rohit Nair,61,721000.0,743,Salaried,Tamil Nadu,20,1
CUST00268,Ravi Verma,23,653000.0,660,Salaried,Telangana,20,0
CUST00269,Amit Shah,60,327000.0,703,Salaried,Karnataka,29,1
CUST00270,Nikhil Das,30,921000.0,693,Salaried,West Bengal,6,1
CUST00271,Simran Joshi,43,263000.0,731,Business Owner,Rajasthan,10,2
CUST00272,Arjun Verma,26,1648000.0,644,Self-Employed,West Bengal,16,0
CUST00273,Rahul Singh,33,927000.0,623,Self-Employed,Karnataka,24,1
CUST00274,Nikhil Bose,22,2421000.0,774,Salaried,Delhi,17,0
CUST00275,Rahul Mehta,43,729000.0,742,Salaried,West Bengal,24,3
CUST00276,Ananya Iyer,59,951000.0,612,Salaried,Gujarat,8,1
CUST00277,Nikhil Shah,40,522000.0,832,Self-Employed,Tamil Nadu,12,0
CUST00278,Karan Chopra,37,587000.0,634,Self-Employed,Delhi,28,0
CUST00279,Suresh Kumar,52,355000.0,689,Salaried,Punjab,29,0
CUST00280,Sneha Singh,24,291000.0,773,Business Owner,UP,14,0
CUST00281,Ravi Malhotra,44,660000.0,772,Salaried,Gujarat,18,1
CUST00282,Nisha Yadav,39,585000.0,623,Salaried,West Bengal,14,0
CUST00283,Arjun Bose,47,350000.0,721,Self-Employed,Delhi,6,3
CUST00284,Divya Yadav,34,383000.0,655,Salaried,Punjab,2,0
CUST00285,Rahul Singh,39,610000.0,713,Self-Employed,Gujarat,23,2
CUST00286,Shruti Reddy,24,347000.0,669,Salaried,Tamil Nadu,7,0
CUST00287,Pooja Nair,44,717000.0,647,Salaried,Maharashtra,12,0
CUST00288,Shruti Joshi,24,353000.0,603,Salaried,Tamil Nadu,15,3
CUST00289,Ananya Iyer,46,682000.0,774,Salaried,Gujarat,2,2
CUST00290,Kavya Gupta,48,338000.0,620,Salaried,Rajasthan,20,1
CUST00291,Kavya Das,48,338000.0,797,Self-Employed,West Bengal,22,1
CUST00292,Vikram Rao,60,184000.0,656,Salaried,Telangana,0,3
CUST00293,Sneha Bose,46,554000.0,718,Salaried,Maharashtra,2,1
CUST00294,Arjun Sharma,45,1241000.0,803,Self-Employed,Gujarat,15,0
CUST00295,Simran Shah,29,1207000.0,645,Business Owner,Rajasthan,0,0
CUST00296,Shruti Shah,30,706000.0,717,Self-Employed,Maharashtra,17,1
CUST00297,Divya Singh,58,221000.0,719,Business Owner,Delhi,13,1
CUST00298,Ananya Das,51,915000.0,626,Self-Employed,Tamil Nadu,29,1
CUST00299,Ravi Kumar,40,672000.0,697,Salaried,Maharashtra,6,0
CUST00300,Karan Patel,37,490000.0,739,Self-Employed,Maharashtra,22,3
CUST00301,Meera Das,45,1097000.0,816,Salaried,UP,2,1
CUST00302,Nikhil Kumar,42,816000.0,646,Salaried,Gujarat,28,1
CUST00303,Rahul Sharma,57,1600000.0,707,Salaried,Rajasthan,21,0
CUST00304,Nisha Yadav,61,297000.0,669,Salaried,Rajasthan,15,3
CUST00305,Aakash Reddy,60,309000.0,695,Self-Employed,Maharashtra,28,1
CUST00306,Aakash Shah,27,336000.0,632,Self-Employed,Maharashtra,5,1
CUST00307,Rahul Patel,26,520000.0,666,Salaried,Karnataka,17,3
CUST00308,Arjun Singh,35,1327000.0,801,Business Owner,Tamil Nadu,28,2
CUST00309,Rahul Chopra,25,439000.0,690,Self-Employed,Telangana,24,0
CUST00310,Ananya Bose,29,444000.0,686,Salaried,Rajasthan,12,3
CUST00311,Vikram Kumar,45,739000.0,611,Business Owner,Karnataka,23,1
CUST00312,Ananya Singh,32,915000.0,767,Salaried,Maharashtra,1,0
CUST00313,Vikram Kumar,38,196000.0,747,Self-Employed,Rajasthan,11,0
CUST00314,Meera Nair,42,1009000.0,690,Salaried,Gujarat,3,1
CUST00315,Ravi Bose,47,432000.0,832,Self-Employed,Rajasthan,8,1
CUST00316,Divya Rao,48,570000.0,637,Business Owner,Karnataka,19,1
CUST00317,Divya Sharma,37,1219000.0,596,Salaried,Delhi,22,0
CUST00318,Ravi Shah,47,538000.0,672,Salaried,Tamil Nadu,4,2
CUST00319,Nikhil Gupta,54,279000.0,612,Salaried,West Bengal,9,2
CUST00320,Rahul Bose,52,287000.0,699,Salaried,Maharashtra,5,1
CUST00321,Kavya Patel,27,591000.0,685,Self-Employed,Karnataka,0,2
CUST00322,Kavya Verma,29,508000.0,772,Salaried,Gujarat,19,2
CUST00323,Priya Singh,28,618000.0,643,Salaried,Karnataka,4,0
CUST00324,Nisha Iyer,55,491000.0,706,Self-Employed,Rajasthan,5,2
CUST00325,Rahul Iyer,35,1116000.0,694,Salaried,Maharashtra,21,3
CUST00326,Vikram Bose,37,607000.0,746,Business Owner,Maharashtra,20,0
CUST00327,Shruti Yadav,30,248000.0,589,Salaried,West Bengal,18,3
CUST00328,Karan Kumar,31,903000.0,608,Salaried,Tamil Nadu,10,0
CUST00329,Divya Patel,38,1556000.0,633,Salaried,Maharashtra,14,1
CUST00330,Suresh Pillai,33,648000.0,593,Contractual,Maharashtra,1,2
CUST00331,Rohit Mehta,27,674000.0,728,Salaried,Telangana,14,2
CUST00332,Priya Mehta,40,406000.0,729,Salaried,Rajasthan,6,1
CUST00333,Nisha Patel,50,532000.0,767,Salaried,Punjab,16,1
CUST00334,Nisha Yadav,27,772000.0,668,Self-Employed,UP,11,1
CUST00335,Ravi Patel,46,1057000.0,643,Salaried,UP,11,1
CUST00336,Simran Mehta,45,750000.0,604,Self-Employed,Delhi,4,1
CUST00337,Rahul Yadav,46,1489000.0,784,Salaried,West Bengal,19,1
CUST00338,Meera Pillai,37,630000.0,662,Salaried,Tamil Nadu,6,2
CUST00339,Aakash Kumar,37,342000.0,621,Salaried,West Bengal,1,0
CUST00340,Sneha Nair,27,347000.0,740,Salaried,UP,26,1
CUST00341,Aakash Nair,58,1112000.0,652,Business Owner,Rajasthan,12,0
CUST00342,Aakash Malhotra,42,993000.0,594,Salaried,Tamil Nadu,23,1
CUST00343,Vikram Patel,25,264000.0,610,Self-Employed,Gujarat,8,0
CUST00344,Ananya Patel,55,540000.0,687,Salaried,Delhi,28,1
CUST00345,Nikhil Reddy,49,550000.0,594,Business Owner,Delhi,14,0
CUST00346,Suresh Chopra,59,412000.0,673,Salaried,Punjab,27,0
CUST00347,Suresh Pillai,49,296000.0,610,Contractual,Delhi,25,1
CUST00348,Karan Chopra,38,408000.0,604,Salaried,Maharashtra,14,1
CUST00349,Suresh Chopra,35,373000.0,640,Self-Employed,Gujarat,0,1
CUST00350,Kavya Gupta,28,300000.0,692,Salaried,Rajasthan,20,0
CUST00351,Kavya Gupta,43,908000.0,705,Salaried,Telangana,19,3
CUST00352,Amit Singh,22,691000.0,753,Salaried,Gujarat,20,0
CUST00353,Nisha Pillai,50,476000.0,617,Business Owner,Maharashtra,24,2
